id,genero,edad,pais,fecha registro,plan servicio,permanencia,duracion llamadas,consumo datos,cargo mensual,cargo total,churn
3270,Femenino,64,Perú,2022-12-26,Premium,17,390,13,4309.5,73261.5,0
2892,Masculino,48,Chile,2021-12-30,Premium,29,325,15,4841.25,140396.25,0
506,Masculino,42,Argentina,2020-09-27,Premium,44,348,9,3065.4,134877.6,1
8142,Masculino,58,Argentina,2020-06-14,Premium,47,393,11,3712.65,174494.55,0
6275,Femenino,69,Chile,2019-05-03,Básico,60,360,14,4578.0,274680.0,1
2725,Femenino,41,Perú,2023-08-03,Básico,9,169,6,1977.45,17797.05,0
6302,Masculino,30,Argentina,2023-09-29,Estándar,8,66,16,4869.3,38954.4,0
386,Masculino,16,Chile,2022-12-20,Premium,17,232,14,4443.6,75541.2,1
3322,Masculino,28,Chile,2021-06-04,Básico,35,124,16,4930.2,172557.0,0
8997,Masculino,67,Argentina,2020-11-22,Estándar,42,177,7,2285.85,96005.7,0
2045,Femenino,34,Perú,2023-06-26,Estándar,11,117,20,6122.85,67351.35,0
8890,Femenino,29,Chile,2023-10-01,Básico,7,56,17,5158.8,36111.6,0
945,Masculino,74,Argentina,2021-07-24,Básico,34,34,15,4535.7,154213.8,0
9334,Femenino,69,Chile,2019-11-25,Premium,54,67,7,2170.35,117198.9,1
1161,Masculino,20,Argentina,2021-10-05,Estándar,31,144,8,2551.2,79087.2,0
8158,Masculino,45,Chile,2019-06-15,Básico,59,491,11,3815.55,225117.45,1
998,Femenino,64,Argentina,2022-08-18,Premium,21,372,17,5490.6,115302.6,0
4377,Femenino,61,Argentina,2019-09-18,Básico,56,165,5,1673.25,93702.0,0
3968,Femenino,78,Argentina,2020-02-28,Básico,51,419,7,2539.95,129537.45,0
727,Masculino,41,Argentina,2019-07-29,Básico,58,104,10,3109.2,180333.6,0
550,Femenino,75,Argentina,2023-03-18,Básico,14,462,18,5885.1,82391.4,0
2523,Femenino,92,Argentina,2023-03-26,Estándar,14,321,4,1537.05,21518.7,0
6768,Femenino,24,Perú,2021-07-11,Estándar,34,400,9,3120.0,106080.0,0
9618,Masculino,86,Perú,2021-08-30,Premium,33,39,10,3040.95,100351.35,1
5224,Femenino,46,Perú,2022-01-22,Premium,28,252,17,5364.6,150208.8,0
6216,Femenino,61,Argentina,2020-06-14,Básico,47,499,18,5923.95,278425.65,0
2234,Femenino,79,Chile,2019-10-18,Básico,55,104,14,4309.2,237006.0,1
2505,Femenino,82,Chile,2019-09-17,Básico,56,42,17,5144.1,288069.6,0
2692,Femenino,98,Argentina,2020-05-22,Premium,48,424,6,2245.2,107769.6,1
5228,Femenino,64,Chile,2021-06-11,Premium,35,485,2,1109.25,38823.75,0
1935,Masculino,47,Argentina,2020-11-25,Estándar,42,283,20,6297.15,264480.3,0
7818,Masculino,56,Argentina,2020-11-27,Estándar,42,274,9,2987.7,125483.4,0
290,Masculino,27,Chile,2023-05-08,Básico,12,370,19,6088.5,73062.0,0
3142,Masculino,61,Argentina,2024-04-09,Premium,1,425,15,4946.25,4946.25,1
6649,Femenino,58,Chile,2019-08-15,Premium,57,70,19,5773.5,329089.5,0
3556,Femenino,64,Chile,2020-01-29,Básico,52,484,1,808.2,42026.4,0
3781,Masculino,32,Perú,2020-05-02,Estándar,48,136,17,5242.8,251654.4,0
5566,Masculino,27,Perú,2023-05-25,Estándar,12,279,11,3592.95,43115.4,0
5182,Femenino,90,Chile,2021-06-17,Premium,35,388,18,5807.4,203259.0,0
9399,Masculino,47,Perú,2021-04-04,Básico,37,248,4,1460.4,54034.8,0
3160,Masculino,87,Chile,2021-07-09,Estándar,34,121,4,1327.05,45119.7,0
6457,Femenino,87,Argentina,2023-06-30,Premium,11,415,2,1035.75,11393.25,0
988,Masculino,45,Argentina,2020-06-04,Estándar,47,360,12,3978.0,186966.0,0
3676,Femenino,69,Chile,2020-05-10,Premium,48,200,3,1110.0,53280.0,0
2786,Masculino,60,Chile,2020-09-11,Premium,44,393,17,5512.65,242556.6,1
835,Femenino,85,Argentina,2021-11-01,Estándar,30,487,5,2011.35,60340.5,1
3803,Femenino,19,Perú,2020-07-18,Básico,46,335,12,3951.75,181780.5,0
65,Masculino,63,Chile,2023-03-16,Premium,14,54,2,656.7,9193.8,1
3472,Masculino,35,Chile,2020-12-12,Premium,41,109,6,1914.45,78492.45,1
5380,Masculino,42,Chile,2023-04-15,Básico,13,115,14,4320.75,56169.75,0
347,Femenino,45,Chile,2023-04-26,Estándar,13,36,15,4537.8,58991.4,0
7211,Masculino,36,Perú,2021-03-16,Premium,38,308,3,1223.4,46489.2,0
9194,Masculino,98,Argentina,2020-01-25,Básico,52,34,13,3935.7,204656.4,0
4125,Masculino,99,Perú,2022-06-25,Básico,23,204,20,6214.2,142926.6,0
1873,Femenino,76,Argentina,2020-05-25,Básico,48,206,8,2616.3,125582.4,0
2716,Masculino,27,Perú,2019-10-24,Estándar,55,11,16,4811.55,264635.25,0
7153,Masculino,64,Argentina,2022-08-17,Estándar,21,224,12,3835.2,80539.2,0
122,Masculino,23,Argentina,2022-01-28,Premium,28,429,1,750.45,21012.6,0
3312,Masculino,57,Argentina,2019-07-30,Básico,58,479,5,2002.95,116171.1,0
8372,Masculino,17,Chile,2023-03-22,Básico,14,188,1,497.4,6963.6,0
914,Masculino,93,Chile,2022-04-06,Estándar,25,439,15,4960.95,124023.75,0
8215,Femenino,24,Chile,2022-06-08,Estándar,23,221,20,6232.05,143337.15,0
4729,Femenino,35,Perú,2021-06-12,Básico,35,96,18,5500.8,192528.0,0
